Epoch 63, time 2.28, MAELoss_train 23.997, MAELoss_val 28.357,LR 0.001000
Epoch 64, time 2.17, MAELoss_train 23.912, MAELoss_val 28.064,LR 0.001000
Epoch 65, time 2.19, MAELoss_train 23.877, MAELoss_val 28.210,LR 0.001000
Epoch 66, time 2.36, MAELoss_train 23.846, MAELoss_val 28.257,LR 0.001000
Epoch 67, time 2.52, MAELoss_train 23.709, MAELoss_val 28.185,LR 0.001000
Epoch 68, time 2.41, MAELoss_train 23.716, MAELoss_val 28.393,LR 0.001000
Epoch 69, time 2.40, MAELoss_train 23.549, MAELoss_val 28.003,LR 0.001000
Epoch 70, time 2.39, MAELoss_train 23.602, MAELoss_val 28.211,LR 0.001000
Epoch 71, time 2.36, MAELoss_train 23.537, MAELoss_val 28.189,LR 0.001000
Epoch 72, time 2.36, MAELoss_train 23.471, MAELoss_val 28.047,LR 0.001000
Epoch 73, time 2.35, MAELoss_train 23.433, MAELoss_val 28.032,LR 0.001000
Epoch 74, time 2.40, MAELoss_train 23.386, MAELoss_val 27.995,LR 0.001000
Epoch 75, time 2.52, MAELoss_train 23.371, MAELoss_val 28.049,LR 0.001000
Epoch 76, time 2.41, MAELoss_train 23.343, MAELoss_val 27.843,LR 0.001000
Epoch 77, time 2.39, MAELoss_train 23.352, MAELoss_val 28.089,LR 0.001000
Epoch 78, time 2.34, MAELoss_train 23.279, MAELoss_val 28.049,LR 0.001000
Epoch 79, time 2.48, MAELoss_train 23.205, MAELoss_val 28.032,LR 0.001000
Epoch 80, time 2.42, MAELoss_train 23.225, MAELoss_val 27.908,LR 0.001000
Epoch 81, time 2.46, MAELoss_train 23.220, MAELoss_val 28.122,LR 0.001000
Epoch 82, time 2.38, MAELoss_train 23.162, MAELoss_val 27.991,LR 0.001000
Epoch 83, time 2.39, MAELoss_train 23.162, MAELoss_val 27.976,LR 0.001000
Epoch 84, time 2.34, MAELoss_train 23.119, MAELoss_val 27.948,LR 0.001000
Epoch 85, time 2.45, MAELoss_train 23.104, MAELoss_val 28.071,LR 0.001000
