Epoch 1, time 2.51, MAELoss_train 145.631, MAELoss_val 95.155,LR 0.001000
Epoch 2, time 2.23, MAELoss_train 78.730, MAELoss_val 84.068,LR 0.001000
Epoch 3, time 2.24, MAELoss_train 74.331, MAELoss_val 82.282,LR 0.001000
Epoch 4, time 2.31, MAELoss_train 73.022, MAELoss_val 81.107,LR 0.001000
Epoch 5, time 2.38, MAELoss_train 72.216, MAELoss_val 79.885,LR 0.001000
Epoch 6, time 2.19, MAELoss_train 71.681, MAELoss_val 80.086,LR 0.001000
Epoch 7, time 2.30, MAELoss_train 71.358, MAELoss_val 80.411,LR 0.001000
Epoch 8, time 2.23, MAELoss_train 70.842, MAELoss_val 80.181,LR 0.001000
Epoch 9, time 2.26, MAELoss_train 70.460, MAELoss_val 78.774,LR 0.001000
Epoch 10, time 2.26, MAELoss_train 70.180, MAELoss_val 79.006,LR 0.001000
Epoch 11, time 2.24, MAELoss_train 69.891, MAELoss_val 79.523,LR 0.001000
Epoch 12, time 2.23, MAELoss_train 69.869, MAELoss_val 78.744,LR 0.001000
Epoch 13, time 2.35, MAELoss_train 69.530, MAELoss_val 79.565,LR 0.001000
Epoch 14, time 2.42, MAELoss_train 69.218, MAELoss_val 78.458,LR 0.001000
Epoch 15, time 2.41, MAELoss_train 68.801, MAELoss_val 77.163,LR 0.001000
Epoch 16, time 2.46, MAELoss_train 68.415, MAELoss_val 77.921,LR 0.001000
Epoch 17, time 2.36, MAELoss_train 67.932, MAELoss_val 78.347,LR 0.001000
Epoch 18, time 2.35, MAELoss_train 67.701, MAELoss_val 76.616,LR 0.001000
Epoch 19, time 2.33, MAELoss_train 67.242, MAELoss_val 77.202,LR 0.001000
Epoch 20, time 2.36, MAELoss_train 67.152, MAELoss_val 76.311,LR 0.001000
Epoch 21, time 2.41, MAELoss_train 66.734, MAELoss_val 76.888,LR 0.001000
Epoch 22, time 2.45, MAELoss_train 66.212, MAELoss_val 77.427,LR 0.001000
Epoch 23, time 2.41, MAELoss_train 66.073, MAELoss_val 75.824,LR 0.001000
Epoch 24, time 2.42, MAELoss_train 65.757, MAELoss_val 75.613,LR 0.001000
Epoch 25, time 2.43, MAELoss_train 65.480, MAELoss_val 77.021,LR 0.001000
Epoch 26, time 2.40, MAELoss_train 65.178, MAELoss_val 76.223,LR 0.001000
Epoch 27, time 2.44, MAELoss_train 65.195, MAELoss_val 75.281,LR 0.001000
Epoch 28, time 2.51, MAELoss_train 65.131, MAELoss_val 76.523,LR 0.001000
Epoch 29, time 2.51, MAELoss_train 64.927, MAELoss_val 75.124,LR 0.001000
Epoch 30, time 2.49, MAELoss_train 64.629, MAELoss_val 76.138,LR 0.001000
Epoch 31, time 2.43, MAELoss_train 64.519, MAELoss_val 75.918,LR 0.001000
Epoch 32, time 2.46, MAELoss_train 64.459, MAELoss_val 76.526,LR 0.001000
Epoch 33, time 2.47, MAELoss_train 64.156, MAELoss_val 75.269,LR 0.001000
Epoch 34, time 2.39, MAELoss_train 64.114, MAELoss_val 75.771,LR 0.001000
Epoch 35, time 2.42, MAELoss_train 64.025, MAELoss_val 75.259,LR 0.001000
Epoch 36, time 2.34, MAELoss_train 63.959, MAELoss_val 75.447,LR 0.001000
Epoch 37, time 2.35, MAELoss_train 63.904, MAELoss_val 76.663,LR 0.001000
Epoch 38, time 2.39, MAELoss_train 63.475, MAELoss_val 75.869,LR 0.001000
