BL,BZ,CSDK,DD,DLYK,DTJ,GL,GT,HQL,JFDQ,JM,JTMDQ,LC,LHS,NW,PZ,STSS,WZ,XD,YA,YG,ZHDQ,ZJK,ZSGMT
-0.41094971757934023,-1.3027634147024,-1.3334667670909752,-0.891036354644696,-1.433784377273313,-1.238858801977975,-1.221448501300265,-1.5838058665750139,-1.4513642355968916,-2.030794400210198,-1.6910820959745352,-2.5089734585943777,-0.6910959930676122,-1.2338481105545007,-1.074673010686082,-1.1901926184925877,-1.3778398197654345,-1.3121902586277545,-1.1840283035066281,-1.059010006074295,-0.6850503445241326,-2.1539011734334945,-0.3289110170927536,-1.777831618547011
-0.05163466497600287,-1.519557573943708,-1.581532565952901,-0.42354489693140623,-1.1886963829466144,-0.8909813506262643,-1.1502491975148834,-1.2326949870832775,-1.4483207845249453,-2.1623974119846188,-1.317449884565055,-2.637343228501477,-0.6924747726382606,-0.6756804013432425,-1.3683410197689536,-1.190831931570152,-0.7588612534020501,-1.441042236384098,-1.34796818089252,-0.9899707390178916,-0.23733120684317968,-2.162232424743185,0.15063134979189308,-1.6100668757934744
-0.09470499636812071,-1.5308094887215373,-1.7765522601119061,-0.28801232588425496,-1.149550917533264,-0.9499963011060442,-1.3119863200938815,-1.0776102501182374,-1.3692612266334216,-2.3363740350796176,-1.1308208376599986,-3.0047750973344107,-0.9142231682321328,-0.6262693873580818,-1.690157690526035,-1.2923551903571766,-0.5337266810822657,-1.488271783223503,-1.4856573073936379,-1.1691036884100334,-0.42654403278619707,-2.2434065533400545,0.11461253105809617,-1.4850614658853825
-0.5903464350577563,-0.7679356364720492,-0.9951944392624366,-0.6068928643342077,-0.6169339689858373,-0.5223276444843836,-0.6625576771820374,-0.692206008256145,-0.7259632459261922,-1.737414150769106,-0.7908542698222297,-2.431826352562588,-1.0388170976120321,-0.4052945288362672,-0.8725962240171788,-0.672641420036479,-0.514847928864211,-0.740276457127155,-0.685364847384466,-1.034599893694214,-0.41083191021273957,-1.7288800398784177,-0.13048562011264048,-1.0218324750092007
-0.4258887221464163,-0.5828420644779206,-0.5760175600189053,-0.5820536546873402,-0.7996078832967309,-0.6289717980793543,-0.3143190042597793,-0.9034881955678967,-0.7533571027690749,-1.179556424913681,-0.9658878541963956,-1.604971205652143,-0.6200572469481587,-0.5751419451735182,-0.3889473567966867,-0.6472434790463195,-0.7684096513839533,-0.6395625763698858,-0.3506711095004,-0.6232302918669523,-0.2533790956023962,-1.266703001272465,0.10365901328447517,-0.9765140566488442
-0.492161040701889,-0.8449090101473747,-0.8094517184634135,-0.5107723259230081,-0.9346558275384955,-0.7709029572350636,-0.6002031328448599,-1.0171909544539945,-0.9863805941080905,-1.3669163414530734,-1.105500430534453,-1.8600897452050156,-0.4407919667382634,-0.6462268204773103,-0.48938545382605053,-0.8790887590339985,-0.7467489141486063,-0.9198412000774949,-0.7343302366970373,-0.650928075204074,-0.4553325171491529,-1.4985382062448098,0.01800658664367085,-1.1827744285856552
-0.33426048984065626,-1.081431132958391,-1.0716854960016902,-0.5244072942413209,-1.101339809927195,-0.8855542285101753,-1.0136071708051635,-1.1408463775258757,-1.1478643982135779,-1.6567313987278274,-1.1765220086928578,-2.1351120221793525,-0.38752645275418995,-0.7844482885500047,-0.850568647386151,-1.0086015629846035,-0.8786609691298073,-1.1654852363366461,-1.0744039500673834,-0.7998610645176452,-0.2579591841110903,-1.6641981991503987,0.08058352760502498,-1.2843866654520895
-0.5383504012425904,-1.5199896104243882,-1.4875226137732225,-0.6964416410678913,-1.3988490080942213,-1.1527150528771535,-1.266895450741111,-1.3411251903527872,-1.4938246475289874,-1.9462693240519906,-1.3272796729861045,-2.328970181099608,-0.4206332869135846,-0.9759399248310542,-1.2570843791554698,-1.3167705516904928,-0.9310257029563704,-1.496873662220955,-1.3811914904855047,-0.9301171214692163,-0.5793754985160627,-1.7759025439852445,-0.30692940745840347,-1.4487215162278155
-0.6613168567976064,-1.5049241732967653,-1.6960975439095773,-0.8282596146705625,-1.355374929569708,-1.186171701976231,-1.2407526240319486,-1.2519171810301764,-1.4100144774672665,-2.1791500898957983,-1.2327884982355948,-2.8028854006618196,-0.7337992542963357,-1.0028111075874542,-1.4813671698403692,-1.3459574585154233,-0.9052190287429531,-1.4973433764450992,-1.4611371163541482,-0.9510165522253297,-0.6365734113254947,-2.0526842456687606,-0.5673690378621519,-1.427287297810696
-0.6365367883275663,-0.8170994176761839,-0.9431015400712077,-0.7963381126576119,-0.7605962317200532,-0.7067078522273473,-0.6496149282027305,-0.8688876924529934,-0.835774428525959,-1.7427707930227787,-0.9785360497338074,-2.392084274353256,-0.8624748056541056,-0.666960745674537,-0.6634552646101568,-0.7423204354863646,-0.7692435006056361,-0.7759772865445327,-0.6828996801400883,-0.7447191664156759,-0.48995750171641606,-1.828280014636405,-0.43366744980671135,-1.1842429451662684
-0.5463538518167568,-0.5658553957371979,-0.6796619550108576,-0.6300506649891744,-0.5030899349459471,-0.3887271199907575,-0.20723646708868673,-0.680338078348739,-0.5942649401607484,-1.4384797566788778,-0.8049456647128532,-1.991704026432568,-0.5131180641495374,-0.42454822297660777,-0.36679965333952175,-0.3524837529275282,-0.6210078688787676,-0.3660825677733898,-0.26097369488526173,-0.41764709398443967,-0.19968476565128196,-1.5313914844164747,-0.13127534776104563,-0.9845784415721817
-0.18423477228326707,-0.47833829472881917,-0.3413143413892433,-0.20013964135993778,-0.5472445398977019,-0.4274454116821289,-0.3094540862507223,-0.6528303331335702,-0.6259377594571813,-0.6578436397392269,-0.7415548116556134,-0.827660636166689,-0.45725172465343783,-0.3378965440264877,-0.1254776119149577,-0.5341111527290028,-0.48659036401067046,-0.5503780377428753,-0.3023276257870801,-0.5212718811526592,-0.15492816713880792,-0.811356251946355,0.3099768351348125,-0.7658082102030432
-0.030826261927561598,-0.07286436282983043,-0.2635209843716298,-0.20210864715443908,-0.15658627086435306,-0.060633931841169095,0.04835815815929387,-0.34135611068652816,-0.13435909050487066,-0.5531890584703547,-0.4182952148998927,-0.805526284130023,0.03778633586585768,-0.18982167087814367,-0.5346734873092022,0.15504296379075547,-0.3938763591383108,0.15121650270272516,0.10229132314103809,-0.4533666871748169,0.4530277335752959,-0.5103188486611616,0.4434888854404522,-0.3866360753672363
-0.44642981387080805,-1.6876280840443967,-1.7490758040614405,-0.7212211905009804,-1.4326944687414942,-1.1247147151402066,-1.2977742713483562,-1.4990998284805375,-1.639365386550268,-2.1575274969283678,-1.5564387718732033,-2.559366589695279,-0.48878877947250254,-1.0101185757807583,-1.5135373048765772,-1.254513569685846,-1.1057216293380239,-1.5021933560021976,-1.501156424592588,-1.0113696808361263,-0.44455018037821065,-1.986739354213492,-0.41509802046028155,-1.6930217889423247
-0.6176009648186472,-1.1224489835225582,-1.2848869770785443,-0.5634977746122344,-0.9455772092954493,-0.7958676133837017,-0.9701874263216462,-0.8327210248938047,-1.0002911631128735,-1.5952422217188604,-0.8030464884172757,-2.016923598099572,-0.6117304263095873,-0.5998572822782197,-1.2440955456124299,-0.8875648147853613,-0.4772388414590729,-1.0171650561988508,-1.0322416563716303,-1.0434729630878026,-0.3235243748308223,-1.4323671408156864,-0.4545108375520896,-0.9688634172649355
-0.44979764657169774,-0.35126439246497976,-0.5097750606586579,-0.3858432716502627,-0.17201779562128572,-0.08767734255109512,-0.0382840810253612,-0.269977545321272,-0.27204849837340817,-1.0576654175870426,-0.3526604560922229,-1.5101849884752032,-0.3486263014350265,-0.08936773919939095,-0.4083295454058731,-0.03880666676872328,-0.19685701901450808,-0.09492610448912896,-0.14550358550915438,-0.49972286128063637,0.026602451471824745,-1.1231986408905787,-0.11983807916406777,-0.5658855354070936
-0.0732721466153526,0.10431143218700788,0.0754552720216541,-0.17052568209535246,-0.026632983770572202,-0.0430536270141601,0.2806107586614507,-0.10456239854967272,0.04100628941042356,-0.5474871427959966,-0.13747770432260442,-0.9396371371740957,-0.13066363394983488,-0.09084269141670438,0.28550331510034666,0.039422449753243896,-0.19943911789736027,0.14376481794177604,0.34761104102731055,-0.057768080251876824,-0.004679725066640376,-0.6181681857227521,0.23664183937529332,-0.21001542115215383
0.4577187545911539,0.5100249273705938,0.45673274911040324,0.35766637347101143,0.41214826877361416,0.1798446519034249,0.4773643831693797,0.4587643597577069,0.5122482316309598,0.2478529645227609,0.46654929563344383,0.1655429456167609,0.06446429205783133,0.19848988338441637,0.48081066914789494,0.2384464044394892,0.33771670132483794,0.45751068418996094,0.5960381704694636,0.03962809215847302,0.019937692244942597,0.20707227066718792,0.4987467585588049,0.4025737253118329
0.4864228134471717,0.30397740516029215,0.12462933582048508,0.5747961808316432,0.5388792790302545,0.645217044012887,0.5023805781002498,0.3518537572912268,0.368806559437349,-0.16188184874076897,0.2266697175556037,-0.31695655479676205,0.6132903542327938,0.586619427582479,-0.08301285595544927,0.7192764627385564,0.45566545416107107,0.6556953723462957,0.5207365667212579,0.27938021309412603,0.7758187446305588,-0.110335768198843,0.693826271021132,0.07365981985841197
0.6920507463162882,-0.6118151665382077,-0.8370348310502802,0.6059381701199291,-0.24254039035007602,-0.032721826008387925,-0.5593834651134475,-0.22976555392169803,-0.44383072014948444,-0.9477488385894042,-0.2528588624570749,-1.2409653347105236,0.053762717051592475,0.16925153564145645,-0.9838469263989912,-0.23184341750971624,0.19060151058518818,-0.41217714856005205,-0.5906795535085131,-0.4313019675380346,0.3808920118543835,-0.6606492318561626,0.6639076854325948,-0.40487865966058745
0.17549850063039757,-0.6880819178261866,-0.830130720612671,0.18484228942982778,-0.49501770158765335,-0.31906826155526286,-0.6335505319586319,-0.3900166740478128,-0.5712855428279962,-1.0413029892594254,-0.3545891038691637,-1.4071003915921523,-0.2581740570194654,-0.12548664775243032,-0.8454235192062696,-0.47971048538036815,-0.0115018442759528,-0.6205469278440644,-0.6640055995593657,-0.6340916921321358,-0.012679394380545925,-0.8518528357053479,0.21224851568016959,-0.4879022976369868
0.25578764583836316,-0.3422880605165559,-0.5301334750457831,0.30227015503658605,-0.2132859247841315,-0.1774869305746895,-0.22779968559859173,-0.1220915571494777,-0.23335475519323678,-0.8867733709201209,-0.10440369755147158,-1.3122955992083989,-0.5591640626219637,-0.0186833590644433,-0.46218908064848113,-0.2776586910196719,0.11130920351941283,-0.281002712429787,-0.2526429294619557,-0.49953999959113776,-0.1048311638385828,-0.7209456282361678,0.24970873389138687,-0.26120459750930275
0.4047462039111283,0.3713221210613449,0.3408328171505501,0.29578016939322105,0.3697518388644535,0.37318938119070866,0.6012251849035044,0.3319516750511569,0.38427654119876353,0.2955348567053528,0.3272441758746073,0.3161173540723911,-0.11754842419847265,0.27366041476540365,0.28498869814992583,0.5051542137828031,0.25197026122167177,0.555240771200515,0.6096569715059115,-0.0104476483552842,0.3560709845065499,0.2834801830906595,0.4470277146367121,0.3167566342142638
0.8522914931596997,0.4569601093591885,0.43705952675004917,0.6265599297544899,0.48904488087689324,0.3416836942945207,0.09437549144651819,0.5822252416080058,0.5138161258480883,0.66138205318982,0.6153650221154192,0.8532487187191558,-0.24960064881798577,0.42053948121347107,0.14851701898335162,0.25743208093743286,0.5741813905464486,0.38179470250142955,0.3839823791064126,-0.33204841592985,0.14068202600209462,0.6194728562626655,0.6923230870533197,0.5789959410823119
1.636563045930079,0.7364428248240168,0.7838094261855115,1.4531956407866082,0.8292867517332873,0.9694283349173407,0.49412198372153743,0.8194158642015321,0.7446870839937499,1.219237174105678,0.8273818658936509,1.562083577190783,0.5602448487097434,0.999365924287503,0.4166070694830702,0.8866269722219573,0.9798341955659547,0.7612513949209447,0.649976055952181,0.1595460182024865,1.2924781307097402,1.346600204723409,1.5615810247458675,0.9323029802562093
1.2622570522467942,0.9135056253150431,0.7526071487516611,1.1863328613528141,1.0970750015239803,1.21334889956883,0.5293286410012875,1.0988030486720926,1.0050657818032447,1.0199391147672934,1.1049964995014527,1.0789026591200899,0.7189146653446729,1.2446528706202282,0.21497488466506703,1.0002627764497165,1.16533464251458,0.8557990817031874,0.6497098497674443,0.12956619997081456,1.3242789556760797,1.151473342304902,1.2947540143005654,1.0982643086295791
0.6789324114512992,0.16724714661977946,0.125831734364253,0.7458085166022208,-0.059800542374954635,-0.18078098978315074,-0.10026493537755675,0.21594136394264213,0.17897971995525455,0.3372245525739957,0.3865841277795458,0.34603208750167286,-0.13071200916805306,0.005831932240829674,-0.02883900521358117,-0.2253319557015981,0.3418282205242885,-0.07702767126797937,0.024514756372032626,-0.324237861037016,-0.050354040366916736,0.6171700286424483,0.46261966800997534,0.535549646967629
0.04774284880430722,0.02207371109561415,0.07655632386556038,0.0021189208619915734,-0.277916536841438,-0.4338071686880928,0.0387565175796981,-0.10510262396832148,-0.05708930684528584,0.22879961201918464,-0.0006290691440898263,0.31629331208909095,-0.5015032075867569,-0.4214528850103806,-0.034249102087670576,-0.30434523757454107,-0.14888807412374314,-0.1474497834220848,0.06956171339096874,-0.3909059294913442,-0.4861111323798333,0.2836123487978296,-0.28754604122672434,0.13304027589167386
0.6363439663952415,0.9517651658021589,1.04091216712537,0.6581966789956153,0.8653314385558502,0.7576853888375417,0.7617669180344199,0.9659182998827038,0.9649308979865858,1.478543332411805,1.0548830420836197,1.8978870318329055,0.04530740732006305,0.7050051460938731,0.8039432650439942,0.8185856709047112,0.8218086747205474,0.9202364012739641,0.964229972474181,0.13962964271090636,0.5111462066297935,1.4687104624589007,0.6025211776608355,1.1582800093225492
1.236242670429071,1.1836646232156802,1.3203893452149142,1.2223328501574509,1.1229982712317286,1.024571350642613,0.7016130703312847,1.3059088763068707,1.2201731750422264,2.1943290624037957,1.4542740559922567,2.9038277489214948,-0.021316344202330126,1.0607710965634594,0.9848505746363012,0.9516545467259356,1.2318156195070946,1.0347133503578858,1.0319892168658575,0.016854412898552426,0.7314965412560708,2.332715949593494,1.0392712208719677,1.6809854802011488
