BL,BZ,CSDK,DD,DLYK,DTJ,GL,GT,HQL,JFDQ,JM,JTMDQ,LC,LHS,NW,PZ,STSS,WZ,XD,YA,YG,ZHDQ,ZJK,ZSGMT
1.8409731183552334,2.2291538108308844,2.510942067402726,1.8554992099660368,2.653636034263232,2.0388909068092484,3.2433008678173856,2.78226456799543,2.6865362684105993,1.8341569701767027,2.897494407800714,2.180401635048278,4.30433857016199,1.7458352121655114,2.8718137497733522,2.2489753996821413,1.6653827195912707,2.3727405198509928,2.7010869952596757,4.552666683837376,2.7307365268291783,1.429154060420377,1.9547013749298026,2.4045418490492847
1.6779038218449536,1.894534979761081,3.4442641253130013,2.143538579686315,3.700420634348927,3.280992327615552,2.647147628758363,4.125870006167688,3.2820444193448566,2.011861826181974,4.7350462119776004,3.092458154567432,3.5224624584586173,2.648247769501258,3.9163883091000793,2.0233000717299428,1.662712304167143,1.9395742044351472,2.778896844331807,3.674488913437565,2.3777105197182853,1.6191399563157718,1.3095787110934336,3.713912071063834
2.3658046589218062,2.358556242287303,4.1164303766113,2.711038463528785,4.0760226995802,3.708900132291351,3.6629975776628267,4.3731904418364,3.5493442967026345,2.2474460307299498,4.908069767518,3.304234392765503,4.9639125710601,3.0105808111709975,4.8972324466575,2.385049510964267,1.8833897512006577,2.3764954198689496,4.102674894307,5.9265228375206,3.1662202721713104,1.932916511764835,2.290988124228009,3.9352771210736712
2.4118352378285786,2.3604602255350358,4.1247696728764,2.7135851025455056,4.0760293930508,3.7089050165377553,3.683119978616838,4.3731904418364,3.5495737989636096,2.2475013422369674,4.9080693220496,3.3049504940719117,5.0805782013503,3.010571641045194,4.945126564247801,2.3857856245520663,1.8834961375325043,2.378266406382503,4.1087238799648,6.1517237618853,3.17426074677518,1.9329190770716151,2.305598412313146,3.935276458691608
2.4121979775989884,2.366940372892347,4.145743255047099,2.7138840543113547,4.076046958003,3.709020673081145,3.6843028911601183,4.3744795995693,3.551332770633724,2.2823999109781252,4.9100853453796,3.3556727784221128,5.105412073577,3.0106724397061155,5.0159869867185005,2.3870484157183274,1.8836033829393504,2.379639149325901,4.1103677012167,6.1645989766039,3.174530959764901,1.9533526236304377,2.30581776391847,3.942162850495744
2.434003617278967,3.072004000970907,4.876635608347,2.732921377015254,4.311175365657499,3.845692034311802,3.9839333487596154,4.616753877820001,4.045473164871135,2.8879878345442695,5.1915168018126,3.773793131432117,5.1266327008769,3.060836016531255,5.8339821618983,2.692944926711644,1.9489553910587336,2.822500018245343,4.684557734662,6.2050976991216,3.214791457920565,2.4616947577290285,2.3088905069471024,4.40577895038548
1.3833651313423454,1.6665296830364311,1.8675011241124508,1.4121971169091436,1.936931544717825,1.8476508303137074,1.8918249612858953,1.9536146424733576,1.931229448112082,1.2764780087297172,2.099182387586224,1.2511173946227798,1.5620895421507066,1.4967712466968206,1.9632132662987345,1.5315426506137144,1.0784861148856564,1.5581346350150307,1.975435064745975,2.125166642508464,1.1569576324303068,1.3453305934586495,0.7779756380993937,2.0105136976359153
2.743292547076815,1.9776822684609618,1.5316332272091293,1.9351030149797845,1.5810393275981227,1.6812377341141524,2.2116256148729065,1.303592640521606,1.7504113740924896,0.8482371631406738,1.1851573032516687,0.42529057559798567,1.9540686547857689,1.3896247198434564,1.5017585081133833,1.6761479108522566,1.0766801821093983,1.66791580682638,1.9751144529953477,2.733120056178484,0.9919306851570369,0.911217490625409,0.5352332353636321,1.284456057989981
3.8888164650894845,2.170684241179956,1.7166734104063326,2.503497356646125,1.6860401872079471,1.793207909737962,2.726666387793323,1.3797938003317116,1.8873359793382039,0.9181284743889903,1.2483375846384837,0.46012850339905675,2.4506769060491327,1.4841809837592215,2.0810948203348123,1.793050916691319,1.1744319296745163,1.8089926478095573,2.2350211776656903,3.741162836874741,1.0785391324919642,0.9675472334685189,0.5819259209739084,1.3619634647747343
3.989469128459742,2.1734744417952596,1.719600978422099,2.575100685214829,1.689288252281651,1.7981204422231452,2.767209303518877,1.3826146221957436,1.8899590979431555,0.9207083007509747,1.2510056797176614,0.46271070080210147,2.4802100593093974,1.4888171320012362,2.108446051092116,1.7968614268150405,1.185194922245251,1.8121791728456982,2.2389548549814515,3.948344593468046,1.0821019288410263,0.9701319905930137,0.5852072004007013,1.3645437566365026
