Epoch 1, time 2.72, MAELoss_train 101.502, MAELoss_val 67.582,LR 0.001000
Epoch 2, time 2.42, MAELoss_train 55.817, MAELoss_val 58.449,LR 0.001000
Epoch 3, time 2.42, MAELoss_train 52.125, MAELoss_val 57.167,LR 0.001000
Epoch 4, time 2.35, MAELoss_train 51.231, MAELoss_val 56.787,LR 0.001000
Epoch 5, time 2.45, MAELoss_train 50.452, MAELoss_val 55.952,LR 0.001000
Epoch 6, time 2.43, MAELoss_train 50.085, MAELoss_val 56.260,LR 0.001000
Epoch 7, time 2.44, MAELoss_train 49.729, MAELoss_val 54.912,LR 0.001000
Epoch 8, time 2.48, MAELoss_train 49.361, MAELoss_val 54.832,LR 0.001000
Epoch 9, time 2.57, MAELoss_train 48.953, MAELoss_val 55.063,LR 0.001000
Epoch 10, time 2.53, MAELoss_train 48.671, MAELoss_val 54.286,LR 0.001000
Epoch 11, time 2.42, MAELoss_train 48.312, MAELoss_val 54.257,LR 0.001000
Epoch 12, time 2.38, MAELoss_train 48.130, MAELoss_val 53.914,LR 0.001000
Epoch 13, time 2.47, MAELoss_train 47.761, MAELoss_val 53.453,LR 0.001000
Epoch 14, time 2.45, MAELoss_train 47.358, MAELoss_val 53.344,LR 0.001000
Epoch 15, time 2.48, MAELoss_train 47.060, MAELoss_val 54.667,LR 0.001000
Epoch 16, time 2.43, MAELoss_train 46.658, MAELoss_val 52.345,LR 0.001000
Epoch 17, time 2.43, MAELoss_train 46.446, MAELoss_val 52.665,LR 0.001000
Epoch 18, time 2.41, MAELoss_train 46.163, MAELoss_val 52.567,LR 0.001000
Epoch 19, time 2.25, MAELoss_train 45.890, MAELoss_val 51.628,LR 0.001000
Epoch 20, time 2.42, MAELoss_train 45.581, MAELoss_val 52.214,LR 0.001000
Epoch 21, time 2.47, MAELoss_train 45.499, MAELoss_val 51.247,LR 0.001000
Epoch 22, time 2.44, MAELoss_train 45.326, MAELoss_val 51.332,LR 0.001000
Epoch 23, time 2.29, MAELoss_train 45.186, MAELoss_val 51.895,LR 0.001000
Epoch 24, time 2.32, MAELoss_train 45.060, MAELoss_val 51.402,LR 0.001000
Epoch 25, time 2.29, MAELoss_train 45.046, MAELoss_val 51.908,LR 0.001000
Epoch 26, time 2.25, MAELoss_train 44.835, MAELoss_val 51.686,LR 0.001000
Epoch 27, time 2.28, MAELoss_train 44.848, MAELoss_val 51.277,LR 0.001000
Epoch 28, time 2.18, MAELoss_train 44.651, MAELoss_val 50.691,LR 0.001000
Epoch 29, time 2.17, MAELoss_train 44.566, MAELoss_val 51.527,LR 0.001000
Epoch 30, time 2.19, MAELoss_train 44.380, MAELoss_val 50.820,LR 0.001000
Epoch 31, time 2.24, MAELoss_train 44.381, MAELoss_val 51.944,LR 0.001000
Epoch 32, time 2.20, MAELoss_train 44.327, MAELoss_val 50.601,LR 0.001000
Epoch 33, time 2.25, MAELoss_train 44.256, MAELoss_val 51.092,LR 0.001000
Epoch 34, time 2.27, MAELoss_train 44.089, MAELoss_val 50.814,LR 0.001000
Epoch 35, time 2.21, MAELoss_train 44.041, MAELoss_val 51.093,LR 0.001000
Epoch 36, time 2.34, MAELoss_train 43.997, MAELoss_val 50.597,LR 0.001000
Epoch 37, time 2.34, MAELoss_train 43.880, MAELoss_val 50.590,LR 0.001000
Epoch 38, time 2.28, MAELoss_train 43.848, MAELoss_val 50.505,LR 0.001000
Epoch 39, time 2.28, MAELoss_train 43.698, MAELoss_val 50.896,LR 0.001000
Epoch 40, time 2.23, MAELoss_train 43.655, MAELoss_val 50.870,LR 0.001000
