BL,BZ,CSDK,DD,DLYK,DTJ,DTMDQ,GL,GT,HQL,JFDQ,JM,LC,LHS,NW,PZ,STSS,WZ,XD,YA,YG,ZHDQ,ZJK,ZSGMT
1.62,1.845,2.2,1.485,2.415,2.48,1.935,1.925,2.325,1.91,2.06,2.59,2.5468248889199994,2.875,1.835,1.81,1.71,1.83,1.68,2.07,2.56,2.0,0.975,2.115
1.625,1.67,2.266666667,1.495,1.8175,2.7125,2.003333333,1.943333333,2.06,1.8175,1.863333333,2.6875,2.5468248889199994,2.995,1.61,1.885,1.77,1.98,1.706666667,1.8875,2.8825,1.963333333,1.19,2.263333333
1.555,1.735,2.226666667,1.5,1.878333333,2.421666667,1.781666667,1.888,2.448333333,1.8,2.08,2.541666667,2.5468248889199994,2.816,1.576666667,1.893333333,1.813333333,1.845,1.663333333,1.83,2.575,2.038333333,1.165,2.226666667
1.541666667,1.66,2.444,1.464,1.963333333,2.655,1.945,1.866666667,2.195,1.82,2.013333333,2.336666667,2.5468248889199994,3.155,1.593333333,1.836666667,1.78,1.853333333,1.658333333,1.838333333,2.413333333,2.021666667,1.101666667,2.225
1.532,1.73,2.306,1.41,2.022,2.568,1.966,1.814,2.294,1.81,2.092,2.612,2.5468248889199994,3.062,1.566,1.834,1.74,1.7475,1.656,1.848,2.358,1.964,1.106,2.144
1.588333333,1.713333333,2.315,1.476666667,2.226666667,2.818333333,1.913333333,1.83,2.3,1.841666667,1.988333333,2.53,2.5468248889199994,3.103333333,1.65,1.855,1.731666667,1.78,1.651666667,1.761666667,2.328333333,2.023333333,1.076666667,2.155
1.616666667,1.633333333,2.336666667,1.4961732029411765,2.078333333,2.946666667,1.938333333,1.811666667,2.251666667,1.813333333,1.8,3.025,2.5468248889199994,2.942,1.556666667,2.016666667,1.728333333,1.771666667,1.646666667,1.763333333,2.338333333,1.986666667,1.121666667,2.125
1.71,1.65,2.335,1.5156797388823529,2.04,2.725,1.825,1.78,2.295,1.815,1.64,3.0307333333399997,2.5468248889199994,3.3,1.56,1.845,1.65,1.825,1.65,1.69,2.29,1.985,1.25,2.18
1.7128645833333334,1.6494931972857143,2.330625,1.5351862748235294,2.0494217687142857,2.748877551020408,1.837200680265306,1.7828125000000001,2.3235374149591834,1.8247517006734693,1.642908163265306,3.03646666668,2.5468248889199994,3.3065104166666663,1.5691666666666668,1.8579591836734695,1.6673095238163265,1.8271088435306122,1.648908163265306,1.6915104166666666,2.317083333333333,1.9870748299387757,1.2554829932040816,2.1838027210816326
1.7157291666666665,1.6489863945714285,2.32625,1.5546928107647058,2.0588435374285714,2.7727551020408163,1.849401360530612,1.785625,2.3520748299183674,1.8345034013469388,1.645816326530612,3.04220000002,2.5468248889199994,3.3130208333333333,1.5783333333333334,1.8709183673469387,1.684619047632653,1.8292176870612245,1.647816326530612,1.6930208333333332,2.3441666666666667,1.989149659877551,1.2609659864081633,2.1876054421632656
1.71859375,1.6484795918571429,2.321875,1.5741993467058824,2.068265306142857,2.7966326530612244,1.8616020407959184,1.7884375000000001,2.380612244877551,1.844255102020408,1.6487244897959183,3.04793333336,2.5468248889199994,3.31953125,1.5875000000000001,1.8838775510204082,1.7019285714489796,1.8313265305918367,1.6467244897959183,1.69453125,2.37125,1.9912244898163267,1.266448979612245,2.191408163244898
